,tinh,project,link,kind,location,price
19,tai-binh-thuan,Dự án The Seahara Hotel &amp; Resort Phan Thiết,https://cafeland.vn/du-an/du-an-the-seahara-hotel-amp-resort-phan-thiet-3233.html,Bất Động Sản Nghỉ Dưỡng,"Địa chỉ: Số 1 Võ Nguyên Giáp, TP.Phan Thiết, Bình Thuận",Địa chỉ:
20,tai-binh-thuan,Dự án Hill Villas Bình Thuận,https://cafeland.vn/du-an/du-an-hill-villas-binh-thuan-3228.html,Nhà Phố - Biệt Thự,"Địa chỉ: Đường Phạm Thanh Tùng, khu phố 5, TP.Phan Thiết, Bình Thuận","Giá thấp nhất: 7,30 tỷ"
21,tai-binh-thuan,Dự án HTV.BT Phan Rí Cửa Bình Thuận,https://cafeland.vn/du-an/du-an-htvbt-phan-ri-cua-binh-thuan-3182.html,Đất Nền Dự Án,"Địa chỉ: Đường Lý Thường Kiệt, Tuy Phong, Bình Thuận","Giá thấp nhất: 1,30 tỷ"
22,tai-binh-thuan,Khu đô thị mới Phước Hội Bình Thuận,https://cafeland.vn/du-an/khu-do-thi-moi-phuoc-hoi-binh-thuan-3179.html,Khu Đô Thị,"Địa chỉ: Đường Thống Nhất, TX. La Gi, Bình Thuận",Địa chỉ:
23,tai-binh-thuan,Nhà ở xã hội Phú Thịnh Plaza Phan Thiết,https://cafeland.vn/du-an/nha-o-xa-hoi-phu-thinh-plaza-phan-thiet-3180.html,Căn hộ chung cư,"Địa chỉ: Đường Lê Lợi, TP.Phan Thiết, Bình Thuận",Giá thấp nhất: 1 tỷ
24,tai-binh-thuan,Khu phức hợp thương mại – dịch vụ và du lịch biển Lagi New City Bình Thuận,https://cafeland.vn/du-an/khu-phuc-hop-thuong-mai-dich-vu-va-du-lich-bien-lagi-new-city-binh-thuan-3057.html,Bất Động Sản Nghỉ Dưỡng,"Địa chỉ: bến Chương Dương, TX. La Gi, Bình Thuận","Giá thấp nhất: 2,80 tỷ"
25,tai-binh-thuan,Tổ hợp biệt thự nghỉ dưỡng Sunshine Heritage Mũi Né,https://cafeland.vn/du-an/to-hop-biet-thu-nghi-duong-sunshine-heritage-mui-ne-3032.html,Bất Động Sản Nghỉ Dưỡng,"Địa chỉ: Đường Xuân Thủy, TP.Phan Thiết, Bình Thuận",Địa chỉ:
26,tai-binh-thuan,Căn hộ nghỉ dưỡng Casa Marina Mũi Né,https://cafeland.vn/du-an/can-ho-nghi-duong-casa-marina-mui-ne-3001.html,Bất Động Sản Nghỉ Dưỡng,"Địa chỉ: Khu phố 5, TP.Phan Thiết, Bình Thuận",Địa chỉ:
27,tai-binh-thuan,Khu du lịch sinh thái biển Venezia Beach - Luxury Residences & Resort Bình Thuận,https://cafeland.vn/du-an/khu-du-lich-sinh-thai-bien-venezia-beach-luxury-residences-resort-binh-thuan-2924.html,Bất Động Sản Nghỉ Dưỡng,"Địa chỉ: Đường ven biển Hồ Tràm - Bình Châu, xã Thắng Hải, Hàm Tân, Bình Thuận",Địa chỉ:
28,tai-binh-thuan,Nhà phố thương mại The Song - Thanh Long Bay Bình Thuận,https://cafeland.vn/du-an/nha-pho-thuong-mai-the-song-thanh-long-bay-binh-thuan-2913.html,Bất Động Sản Nghỉ Dưỡng,"Địa chỉ: Đường ĐT19B, Hàm Thuận Nam, Bình Thuận",Giá thấp nhất: 6 tỷ
29,tai-binh-thuan,Căn hộ biển Wyndham Coast – Thanh Long Bay Bình Thuận,https://cafeland.vn/du-an/can-ho-bien-wyndham-coast-thanh-long-bay-binh-thuan-2869.html,Căn hộ chung cư,"Địa chỉ: Mũi Kê Gà, Hàm Thuận Nam, Bình Thuận","Giá thấp nhất: 1,50 tỷ"
30,tai-binh-thuan,Khu du lịch nghỉ dưỡng King Sea Phan Thiết,https://cafeland.vn/du-an/khu-du-lich-nghi-duong-king-sea-phan-thiet-2768.html,Bất Động Sản Nghỉ Dưỡng,"Địa chỉ: Đường ĐT719, TP.Phan Thiết, Bình Thuận",Địa chỉ:
31,tai-binh-thuan,Căn hộ Condotel The Farosea - Tropical Ocean Villa & Resort Bình Thuận,https://cafeland.vn/du-an/can-ho-condotel-the-farosea-tropical-ocean-villa-resort-binh-thuan-2728.html,Căn hộ chung cư,"Địa chỉ: Đường ĐT719, Hàm Thuận Nam, Bình Thuận",Giá thấp nhất: 990 triệu
32,tai-binh-thuan,Khu dân cư An Phước Riverside Bình Thuận,https://cafeland.vn/du-an/khu-dan-cu-an-phuoc-riverside-binh-thuan-2654.html,Khu Đô Thị,"Địa chỉ: đường Xoài Quỳ, Hàm Thuận Bắc, Bình Thuận","Giá thấp nhất: 1,20 tỷ"
33,tai-binh-thuan,Khu đô thị mới Nam Phan Thiết,https://cafeland.vn/du-an/khu-do-thi-moi-nam-phan-thiet-2611.html,Khu Đô Thị,"Địa chỉ: Hàm Thuận Nam, Bình Thuận",Giá thấp nhất: 696 triệu
34,tai-binh-thuan,Căn hộ condotel Swiss-Belresort Eagles Mũi Né,https://cafeland.vn/du-an/can-ho-condotel-swiss-belresort-eagles-mui-ne-2610.html,Bất Động Sản Nghỉ Dưỡng,"Địa chỉ: số 32 Xuân Thủy, TP.Phan Thiết, Bình Thuận","Giá thấp nhất: 1,23 tỷ"
35,tai-binh-thuan,Đất nền biệt thự Lazi Longbeach Bình Thuận,https://cafeland.vn/du-an/dat-nen-biet-thu-lazi-longbeach-binh-thuan-2598.html,Đất Nền Dự Án,"Địa chỉ: Hàm Tân, Bình Thuận","Giá thấp nhất: 1,20 tỷ"
36,tai-binh-thuan,Khu nhà phố thương mại The Sound – Thanh Long Bay Bình Thuận,https://cafeland.vn/du-an/khu-nha-pho-thuong-mai-the-sound-thanh-long-bay-binh-thuan-2560.html,Khu Đô Thị,"Địa chỉ: Hàm Thuận Nam, Bình Thuận","Giá thấp nhất: 5,20 tỷ"
37,tai-binh-thuan,Khu du lịch nghỉ dưỡng Lạc Việt Resort Bình Thuận,https://cafeland.vn/du-an/khu-du-lich-nghi-duong-lac-viet-resort-binh-thuan-2553.html,Bất Động Sản Nghỉ Dưỡng,"Địa chỉ: Hàm Tân, Bình Thuận",Địa chỉ:
38,tai-binh-thuan,Tổ hợp nghỉ dưỡng Tropical Ocean Villa & Resort Bình Thuận,https://cafeland.vn/du-an/to-hop-nghi-duong-tropical-ocean-villa-resort-binh-thuan-2372.html,Bất Động Sản Nghỉ Dưỡng,"Địa chỉ: đường ĐT719, Hàm Thuận Nam, Bình Thuận",Giá thấp nhất: 345 triệu
39,tai-binh-thuan,Biệt thự nghỉ dưỡng Diamond Bay Phan Thiết,https://cafeland.vn/du-an/biet-thu-nghi-duong-diamond-bay-phan-thiet-2318.html,Nhà Phố - Biệt Thự,"Địa chỉ: TP.Phan Thiết, Bình Thuận",Địa chỉ:
40,tai-binh-thuan,Tổ hợp Đô thị nghỉ dưỡng & Thể thao biển Thanh Long Bay,https://cafeland.vn/du-an/to-hop-do-thi-nghi-duong-the-thao-bien-thanh-long-bay-2289.html,Bất Động Sản Nghỉ Dưỡng,"Địa chỉ: Hàm Thuận Nam, Bình Thuận","Giá thấp nhất: 5,20 tỷ"
41,tai-binh-thuan,Summer Land Mũi Né: Dự án khu du lịch nghỉ dưỡng tại tỉnh Bình Thuận,https://cafeland.vn/du-an/summer-land-mui-ne-du-an-khu-du-lich-nghi-duong-tai-tinh-binh-thuan-2218.html,Bất Động Sản Nghỉ Dưỡng,"Địa chỉ: số 1, đường Võ Nguyên Giáp, TP.Phan Thiết, Bình Thuận",Địa chỉ:
42,tai-binh-thuan,Novaworld Phan Thiết: Dự án khu du lịch nghỉ dưỡng tại tỉnh Bình Thuận,https://cafeland.vn/du-an/novaworld-phan-thiet-du-an-khu-du-lich-nghi-duong-tai-tinh-binh-thuan-2197.html,Bất Động Sản Nghỉ Dưỡng,"Địa chỉ: đường Lạc Long Quân, TP.Phan Thiết, Bình Thuận","Giá thấp nhất: 3,40 tỷ"
43,tai-binh-thuan,Dự án Pearl Sea Villas Phan Thiết,https://cafeland.vn/du-an/du-an-pearl-sea-villas-phan-thiet-2180.html,Nhà Phố - Biệt Thự,"Địa chỉ: Tỉnh lộ 719B, TP.Phan Thiết, Bình Thuận",Địa chỉ:
44,tai-binh-thuan,Dự án Queen Pearl Marina Complex Bình Thuận,https://cafeland.vn/du-an/du-an-queen-pearl-marina-complex-binh-thuan-2182.html,Đất Nền Dự Án,"Địa chỉ: Quốc lộ 55, TX. La Gi, Bình Thuận","Giá thấp nhất: 1,36 tỷ"
45,tai-binh-thuan,Căn hộ condotel Apec Mandala Wyndham Mũi Né,https://cafeland.vn/du-an/can-ho-condotel-apec-mandala-wyndham-mui-ne-2112.html,Căn hộ chung cư,"Địa chỉ: đường DT716, TP.Phan Thiết, Bình Thuận",Giá thấp nhất: 1 tỷ
46,tai-binh-thuan,Biệt thự Goldsand Hill Villa Mũi Né,https://cafeland.vn/du-an/biet-thu-goldsand-hill-villa-mui-ne-2015.html,Nhà Phố - Biệt Thự,"Địa chỉ: Đường Huỳnh Thúc Kháng, TP.Phan Thiết, Bình Thuận",Giá thấp nhất: 2 tỷ
47,tai-binh-thuan,Biệt thự nghỉ dưỡng Paradise Bay Phan Thiết,https://cafeland.vn/du-an/biet-thu-nghi-duong-paradise-bay-phan-thiet-1979.html,Nhà Phố - Biệt Thự,"Địa chỉ: Đường Võ Nguyên Giáp, TP.Phan Thiết, Bình Thuận",Giá thấp nhất: 3 tỷ
48,tai-binh-thuan,Biệt thự Perolas Villa Bình Thuận,https://cafeland.vn/du-an/biet-thu-perolas-villa-binh-thuan-1975.html,Nhà Phố - Biệt Thự,"Địa chỉ: Mũi Kê Gà, Hàm Thuận Nam, Bình Thuận","Giá thấp nhất: 3,50 tỷ"
49,tai-binh-thuan,Khu dân cư Hamubay Phan Thiết,https://cafeland.vn/du-an/khu-dan-cu-hamubay-phan-thiet-1972.html,Khu Đô Thị,"Địa chỉ: Ven biển, TP.Phan Thiết, Bình Thuận","Giá thấp nhất: 1,35 tỷ"
50,tai-binh-thuan,Khu nghỉ dưỡng Nova Hill Mũi Né Resort & Villas,https://cafeland.vn/du-an/khu-nghi-duong-nova-hill-mui-ne-resort-villas-1948.html,Nhà Phố - Biệt Thự,"Địa chỉ: Đường Huỳnh Thúc Kháng, TP.Phan Thiết, Bình Thuận","Giá thấp nhất: 6,8 tỷ"
51,tai-binh-thuan,Dự án Hàm Kiệm City,https://cafeland.vn/du-an/du-an-ham-kiem-city-1748.html,Căn hộ chung cư,"Địa chỉ: Hàm Thuận Nam, Bình Thuận",Giá thấp nhất: 420 triệu
52,tai-binh-thuan,Dự án Ocean View – Queen Pearl,https://cafeland.vn/du-an/du-an-ocean-view-queen-pearl-1714.html,Đất Nền Dự Án,"Địa chỉ: đường Nguyễn Thông, TP.Phan Thiết, Bình Thuận",Giá thấp nhất: 868 triệu
53,tai-binh-thuan,Khu du lịch nghỉ dưỡng Edna Grand Mercure Phan Thiết,https://cafeland.vn/du-an/khu-du-lich-nghi-duong-edna-grand-mercure-phan-thiet-1616.html,Bất Động Sản Nghỉ Dưỡng,"Địa chỉ: Đường ven biển, TP.Phan Thiết, Bình Thuận","Giá thấp nhất: 4,95 tỷ"
54,tai-binh-thuan,Dự án đất nền Sentosa Phan Thiết,https://cafeland.vn/du-an/du-an-dat-nen-sentosa-phan-thiet-1580.html,Bất Động Sản Nghỉ Dưỡng,"Địa chỉ: Đường Huỳnh Thúc Kháng, Bình Thuận","Giá thấp nhất: 1,50 tỷ"
55,tai-binh-thuan,Khu nghỉ dưỡng Biển Đá Vàng Resort,https://cafeland.vn/du-an/khu-nghi-duong-bien-da-vang-resort-1528.html,Bất Động Sản Nghỉ Dưỡng,"Địa chỉ: Thôn Kê Gà, Hàm Thuận Nam, Bình Thuận",Giá thấp nhất: 539 triệu
56,tai-binh-thuan,Khu nghỉ dưỡng Majestic Village,https://cafeland.vn/du-an/khu-nghi-duong-majestic-village-1530.html,Bất Động Sản Nghỉ Dưỡng,"Địa chỉ: km25 Đại Lộ 706B, Vịnh Hòn Rơm, TP.Phan Thiết, Bình Thuận",Địa chỉ:
57,tai-binh-thuan,Khu nghỉ dưỡng Vietpearl City,https://cafeland.vn/du-an/khu-nghi-duong-vietpearl-city-1463.html,Đất Nền Dự Án,"Địa chỉ: Đường Trần Hưng Đạo, TP.Phan Thiết, Bình Thuận",Giá thấp nhất: 913 triệu
58,tai-binh-thuan,Khu nghỉ dưỡng La Perla Villas Resort,https://cafeland.vn/du-an/khu-nghi-duong-la-perla-villas-resort-1420.html,Bất Động Sản Nghỉ Dưỡng,"Địa chỉ: Mũi Hòn Lan, Hàm Thuận Nam, Bình Thuận",Giá thấp nhất: 4 tỷ
59,tai-binh-thuan,Khu nghỉ dưỡng Aloha Beach Village,https://cafeland.vn/du-an/khu-nghi-duong-aloha-beach-village-1377.html,Bất Động Sản Nghỉ Dưỡng,"Địa chỉ: 719, Hàm Thuận Nam, Bình Thuận",Giá thấp nhất: 800 triệu
60,tai-binh-thuan,Khu đô thị nghỉ dưỡng ven biển Ocean Dunes Phan Thiết,https://cafeland.vn/du-an/khu-do-thi-nghi-duong-ven-bien-ocean-dunes-phan-thiet-1333.html,Đất Nền Dự Án,"Địa chỉ: 01 Tôn Đức Thắng, TP.Phan Thiết, Bình Thuận","Giá thấp nhất: 2,33 tỷ"
61,tai-binh-thuan,Khu nghỉ dưỡng Queen Pearl Mũi Né,https://cafeland.vn/du-an/khu-nghi-duong-queen-pearl-mui-ne-1286.html,Bất Động Sản Nghỉ Dưỡng,"Địa chỉ: Nguyễn Thông, TP.Phan Thiết, Bình Thuận",Giá thấp nhất: 590 triệu
62,tai-binh-thuan,Mui Ne Cactus: Khu biệt thự nghỉ dưỡng tại Thành phố biển Phan Thiết,https://cafeland.vn/du-an/mui-ne-cactus-khu-biet-thu-nghi-duong-tai-thanh-pho-bien-phan-thiet-601.html,Nhà Phố - Biệt Thự,"Địa chỉ: Đường Nguyễn Thông, TP.Phan Thiết, Bình Thuận",Địa chỉ:
63,tai-binh-thuan,Casalle Hill: Biệt thự nghỉ dưỡng trong lòng resort Sài Gòn- Hàm Tân,https://cafeland.vn/du-an/casalle-hill-biet-thu-nghi-duong-trong-long-resort-sai-gon-ham-tan-558.html,Nhà Phố - Biệt Thự,"Địa chỉ: Đường Cách Mạng Tháng Tám, TX. La Gi, Bình Thuận",Địa chỉ:
64,tai-binh-thuan,The Cliff Resort & Residences: Khu nghỉ dưỡng cao cấp bên bờ biển Phan Thiết,https://cafeland.vn/du-an/the-cliff-resort-residences-khu-nghi-duong-cao-cap-ben-bo-bien-phan-thiet-552.html,Bất Động Sản Nghỉ Dưỡng,"Địa chỉ: Đường Nguyễn Đình Chiểu, TP.Phan Thiết, Bình Thuận",Địa chỉ:
65,tai-binh-thuan,Sunshine Hill Villas: Biệt thự biển theo phong cách Châu Âu,https://cafeland.vn/du-an/sunshine-hill-villas-biet-thu-bien-theo-phong-cach-chau-au-464.html,Nhà Phố - Biệt Thự,"Địa chỉ: Tỉnh lộ 706, TP.Phan Thiết, Bình Thuận",Địa chỉ:
66,tai-binh-thuan,Casa Lavanda: Biệt thự biển cao cấp,https://cafeland.vn/du-an/casa-lavanda-biet-thu-bien-cao-cap-426.html,Bất Động Sản Nghỉ Dưỡng,"Địa chỉ: Đại lộ 706, TP.Phan Thiết, Bình Thuận",Địa chỉ:
67,tai-binh-thuan,Legend Sea: Huyền thoại biển,https://cafeland.vn/du-an/legend-sea-huyen-thoai-bien-400.html,Bất Động Sản Nghỉ Dưỡng,"Địa chỉ: Tỉnh lộ 719, TP.Phan Thiết, Bình Thuận",Địa chỉ:
68,tai-binh-thuan,KCN Hàm Kiệm I,https://cafeland.vn/du-an/kcn-ham-kiem-i-387.html,Khu công nghiệp,"Địa chỉ: Quốc lộ 1A, Hàm Thuận Nam, Bình Thuận",Địa chỉ:
69,tai-binh-thuan,Royal Hill: Biển dưới chân đồi,https://cafeland.vn/du-an/royal-hill-bien-duoi-chan-doi-345.html,Nhà Phố - Biệt Thự,"Địa chỉ: Khu Sea Links City, TP.Phan Thiết, Bình Thuận",Địa chỉ:
70,tai-binh-thuan,Khu biệt thự Sunny Villa,https://cafeland.vn/du-an/khu-biet-thu-sunny-villa-330.html,Bất Động Sản Nghỉ Dưỡng,"Địa chỉ: Đại lộ 706B, TP.Phan Thiết, Bình Thuận","Giá thấp nhất: 2,25 tỷ"
71,tai-binh-thuan,Ocean Vista: Phong thủy sơn lâm,https://cafeland.vn/du-an/ocean-vista-phong-thuy-son-lam-279.html,Căn hộ chung cư,"Địa chỉ: Đường Nguyễn Đình Chiểu, TP.Phan Thiết, Bình Thuận",Địa chỉ:
72,tai-binh-thuan,Biệt thự biển Acenza Villas,https://cafeland.vn/du-an/biet-thu-bien-acenza-villas-252.html,Nhà Phố - Biệt Thự,"Địa chỉ: Đường Nguyễn Thông, TP.Phan Thiết, Bình Thuận",Địa chỉ:
73,tai-binh-thuan,The Pavillons Villa & Resort,https://cafeland.vn/du-an/the-pavillons-villa-resort-107.html,Nhà Phố - Biệt Thự,"Địa chỉ: Mũi Kê Gà, Hàm Thuận Nam, Bình Thuận",Địa chỉ:
