,tinh,project,link,kind,location,price
29,tai-kien-giang,Felicity Phú Quốc: Dự án tại Kiên Giang,https://cafeland.vn/du-an/felicity-phu-quoc-du-an-tai-kien-giang-3468.html,Bất Động Sản Nghỉ Dưỡng,"Địa chỉ: bãi Ông Lang, TP. Phú Quốc, Kiên Giang",Địa chỉ:
30,tai-kien-giang,Phân khu Palma Town: Dự án Shop Vinwonders Phú Quốc,https://cafeland.vn/du-an/phan-khu-palma-town-du-an-shop-vinwonders-phu-quoc-3434.html,Loại Hình Khác,"Địa chỉ: Bãi Dài,, TP. Phú Quốc, Kiên Giang",Địa chỉ:
31,tai-kien-giang,Andochine Resort &amp; Spa: Dự án Khu du lịch nghỉ dưỡng Phú Quốc,https://cafeland.vn/du-an/andochine-resort-amp-spa-du-an-khu-du-lich-nghi-duong-phu-quoc-3428.html,Bất Động Sản Nghỉ Dưỡng,"Địa chỉ: đường Trần Hưng Đạo,, TP. Phú Quốc, Kiên Giang",Địa chỉ:
32,tai-kien-giang,Căn hộ Passo Garden Phú Quốc,https://cafeland.vn/du-an/can-ho-passo-garden-phu-quoc-3378.html,Căn hộ chung cư,"Địa chỉ: đường Dương Đông – Bãi Thơm, TP. Phú Quốc, Kiên Giang",Giá thấp nhất: 3 tỷ
33,tai-kien-giang,Dự án Sun Secret Valley Phú Quốc,https://cafeland.vn/du-an/du-an-sun-secret-valley-phu-quoc-3330.html,Bất Động Sản Nghỉ Dưỡng,"Địa chỉ: Bãi Dài, TP. Phú Quốc, Kiên Giang",Địa chỉ:
34,tai-kien-giang,Dự án D’ Ozea Cosmo Bay Phú Quốc,https://cafeland.vn/du-an/du-an-d-ozea-cosmo-bay-phu-quoc-3308.html,Bất Động Sản Nghỉ Dưỡng,"Địa chỉ: Bãi Trường, TP. Phú Quốc, Kiên Giang",Địa chỉ:
35,tai-kien-giang,Phân khu Sun Nautical District – Hòn Thơm Paradise Island Phú Quốc,https://cafeland.vn/du-an/phan-khu-sun-nautical-district-hon-thom-paradise-island-phu-quoc-3278.html,Bất Động Sản Nghỉ Dưỡng,"Địa chỉ: đảo Hòn Thơm, TP. Phú Quốc, Kiên Giang",Địa chỉ:
36,tai-kien-giang,Căn hộ The Sky Phú Quốc,https://cafeland.vn/du-an/can-ho-the-sky-phu-quoc-3262.html,Căn hộ chung cư,"Địa chỉ: Khu đô thị Địa Trung Hải, TP. Phú Quốc, Kiên Giang","Giá thấp nhất: 2,63 tỷ"
37,tai-kien-giang,Trung tâm giải trí nghỉ dưỡng Phú Quốc United Center Kiên Giang,https://cafeland.vn/du-an/trung-tam-giai-tri-nghi-duong-phu-quoc-united-center-kien-giang-3253.html,Bất Động Sản Nghỉ Dưỡng,"Địa chỉ: ĐT45, TP. Phú Quốc, Kiên Giang",Địa chỉ:
38,tai-kien-giang,Dự án Seladon Boutique Hotel Phú Quốc,https://cafeland.vn/du-an/du-an-seladon-boutique-hotel-phu-quoc-3226.html,Bất Động Sản Nghỉ Dưỡng,"Địa chỉ: đường Trần Hưng Đạo, Bãi Trường, TP. Phú Quốc, Kiên Giang",Giá thấp nhất: 20 tỷ
39,tai-kien-giang,Dự án Boutique Hotel Grand World Phú Quốc,https://cafeland.vn/du-an/du-an-boutique-hotel-grand-world-phu-quoc-3225.html,Bất Động Sản Nghỉ Dưỡng,"Địa chỉ: thuộc dự án Grand World, TP. Phú Quốc, Kiên Giang",Địa chỉ:
40,tai-kien-giang,Biệt thự Coral Hawaii – Meyhome Capital Phú Quốc,https://cafeland.vn/du-an/biet-thu-coral-hawaii-meyhome-capital-phu-quoc-3224.html,Nhà Phố - Biệt Thự,"Địa chỉ: ấp 7, TP. Phú Quốc, Kiên Giang","Giá thấp nhất: 18,9 tỷ"
41,tai-kien-giang,Khu đô thị Phú Cường Hoàng Gia Kiên Giang,https://cafeland.vn/du-an/khu-do-thi-phu-cuong-hoang-gia-kien-giang-3216.html,Khu Đô Thị,"Địa chỉ: khu lấn biển quảng trường Trần Quang Khải, TP Rạch Giá, tỉnh Kiên Giang, TP. Rạch Giá, Kiên Giang",Địa chỉ:
42,tai-kien-giang,Tổ hợp quần thể du lịch D’Thiên Bảo Phú Quốc,https://cafeland.vn/du-an/to-hop-quan-the-du-lich-dthien-bao-phu-quoc-3202.html,Bất Động Sản Nghỉ Dưỡng,"Địa chỉ: khu phức hợp Bãi Trường, TP. Phú Quốc, Kiên Giang",Địa chỉ:
43,tai-kien-giang,Dự án Grand Pearl Búng Gội Kiên Giang,https://cafeland.vn/du-an/du-an-grand-pearl-bung-goi-kien-giang-3163.html,Đất Nền Dự Án,"Địa chỉ: ấp Búng Gội,, TP. Phú Quốc, Kiên Giang","Giá thấp nhất: 5,46 tỷ"
44,tai-kien-giang,Biệt thự Sun Tropical Village Phú Quốc,https://cafeland.vn/du-an/biet-thu-sun-tropical-village-phu-quoc-3051.html,Nhà Phố - Biệt Thự,"Địa chỉ: Bãi Kem, TP. Phú Quốc, Kiên Giang",Địa chỉ:
45,tai-kien-giang,Phân khu Shophouse The Center Hillside Phú Quốc,https://cafeland.vn/du-an/phan-khu-shophouse-the-center-hillside-phu-quoc-3026.html,Khu Đô Thị,"Địa chỉ: TP. Phú Quốc, Kiên Giang","Giá thấp nhất: 31,96 tỷ"
46,tai-kien-giang,Khu căn hộ khách sạn Best Western Plus Long Beach Resort Phú Quốc,https://cafeland.vn/du-an/khu-can-ho-khach-san-best-western-plus-long-beach-resort-phu-quoc-2951.html,Bất Động Sản Nghỉ Dưỡng,"Địa chỉ: Khu du lịch Bà Kèo - Cửa Lấp, số 152 đường Trần Hưng Đạo, TP. Phú Quốc, Kiên Giang","Giá thấp nhất: 2,49 tỷ"
47,tai-kien-giang,Selavia Bay: Dự án Khu phức hợp Phú Quốc,https://cafeland.vn/du-an/selavia-bay-du-an-khu-phuc-hop-phu-quoc-2917.html,Bất Động Sản Nghỉ Dưỡng,"Địa chỉ: khu vực vịnh Đầm, ấp Suối Lớn, TP. Phú Quốc, Kiên Giang",Địa chỉ:
48,tai-kien-giang,Căn hộ Sun Grand City Hillside Residence Phú Quốc,https://cafeland.vn/du-an/can-ho-sun-grand-city-hillside-residence-phu-quoc-2879.html,Căn hộ chung cư,"Địa chỉ: TP. Phú Quốc, Kiên Giang","Giá thấp nhất: 1,68 tỷ"
49,tai-kien-giang,Căn hộ Sophia Center - Khu đô thị Phú Cường,https://cafeland.vn/du-an/can-ho-sophia-center-khu-do-thi-phu-cuong-2860.html,Căn hộ chung cư,"Địa chỉ: Khu đô thị Phú Cường, TP. Rạch Giá, Kiên Giang",Giá thấp nhất: 736 triệu
50,tai-kien-giang,Biệt thự The Residence Phú Quốc,https://cafeland.vn/du-an/biet-thu-the-residence-phu-quoc-2788.html,Nhà Phố - Biệt Thự,"Địa chỉ: Bãi Trường, TP. Phú Quốc, Kiên Giang","Giá thấp nhất: 6,89 tỷ"
51,tai-kien-giang,Nhà phố thương mại Milton Pathway Shophouse Phú Quốc,https://cafeland.vn/du-an/nha-pho-thuong-mai-milton-pathway-shophouse-phu-quoc-2782.html,Loại Hình Khác,"Địa chỉ: Bãi Trường, TP. Phú Quốc, Kiên Giang","Giá thấp nhất: 7,37 tỷ"
52,tai-kien-giang,Đất nền Royal Riverside Dương Đông Phú Quốc,https://cafeland.vn/du-an/dat-nen-royal-riverside-duong-dong-phu-quoc-2665.html,Đất Nền Dự Án,"Địa chỉ: đường Nguyễn Chí Thanh, TP. Phú Quốc, Kiên Giang","Giá thấp nhất: 2,43 tỷ"
53,tai-kien-giang,Biệt thự Furama Resort & Spa - L’Alyana Senses World Phú Quốc,https://cafeland.vn/du-an/biet-thu-furama-resort-spa-lalyana-senses-world-phu-quoc-2650.html,Nhà Phố - Biệt Thự,"Địa chỉ: TP. Phú Quốc, Kiên Giang",Địa chỉ:
54,tai-kien-giang,Khu du lịch nghỉ dưỡng L’Alyana Senses World Phú Quốc,https://cafeland.vn/du-an/khu-du-lich-nghi-duong-lalyana-senses-world-phu-quoc-2649.html,Bất Động Sản Nghỉ Dưỡng,"Địa chỉ: đường ĐT45, TP. Phú Quốc, Kiên Giang",Địa chỉ:
55,tai-kien-giang,Biệt thự Phú Quốc Marina Square - Phú Quốc Marina,https://cafeland.vn/du-an/biet-thu-phu-quoc-marina-square-phu-quoc-marina-2641.html,Nhà Phố - Biệt Thự,"Địa chỉ: TP. Phú Quốc, Kiên Giang",Giá thấp nhất: 11 tỷ
56,tai-kien-giang,Biệt thự Palm Garden Shop Villas Phú Quốc - Phú Quốc Marina,https://cafeland.vn/du-an/biet-thu-palm-garden-shop-villas-phu-quoc-phu-quoc-marina-2634.html,Nhà Phố - Biệt Thự,"Địa chỉ: TP. Phú Quốc, Kiên Giang",Địa chỉ:
57,tai-kien-giang,Khu đô thị Seaside City Kiên Giang,https://cafeland.vn/du-an/khu-do-thi-seaside-city-kien-giang-2629.html,Khu Đô Thị,"Địa chỉ: đường Dương Minh Châu, TP. Rạch Giá, Kiên Giang",Giá thấp nhất: 495 triệu
58,tai-kien-giang,Khu đô thị Meyhomes Capital Phú Quốc,https://cafeland.vn/du-an/khu-do-thi-meyhomes-capital-phu-quoc-2576.html,Khu Đô Thị,"Địa chỉ: đường Trần Hưng Đạo, TP. Phú Quốc, Kiên Giang","Giá thấp nhất: 6,50 tỷ"
59,tai-kien-giang,Khu du lịch nghỉ dưỡng Hoàng Hải Complex Phú Quốc,https://cafeland.vn/du-an/khu-du-lich-nghi-duong-hoang-hai-complex-phu-quoc-2564.html,Bất Động Sản Nghỉ Dưỡng,"Địa chỉ: TP. Phú Quốc, Kiên Giang","Giá thấp nhất: 8,50 tỷ"
60,tai-kien-giang,Khu phức hợp thương mại Hà Tiên Centroria,https://cafeland.vn/du-an/khu-phuc-hop-thuong-mai-ha-tien-centroria-2501.html,Khu Đô Thị,"Địa chỉ: đại lộ Hoàng Sa, TP. Hà Tiên, Kiên Giang","Giá thấp nhất: 1,74 tỷ"
61,tai-kien-giang,Khu du lịch nghỉ dưỡng Sim Island Phú Quốc,https://cafeland.vn/du-an/khu-du-lich-nghi-duong-sim-island-phu-quoc-2444.html,Bất Động Sản Nghỉ Dưỡng,"Địa chỉ: đường DT 975, Bãi Trường, TP. Phú Quốc, Kiên Giang","Giá thấp nhất: 1,50 tỷ"
62,tai-kien-giang,Khu khách sạn The Oceanid Luxury Phú Quốc,https://cafeland.vn/du-an/khu-khach-san-the-oceanid-luxury-phu-quoc-2408.html,Bất Động Sản Nghỉ Dưỡng,"Địa chỉ: TP. Phú Quốc, Kiên Giang",Giá thấp nhất: 6 tỷ
63,tai-kien-giang,Khu biệt thự Villas Bãi Trường Riverside Phú Quốc,https://cafeland.vn/du-an/khu-biet-thu-villas-bai-truong-riverside-phu-quoc-2403.html,Bất Động Sản Nghỉ Dưỡng,"Địa chỉ: đường ĐT 975, TP. Phú Quốc, Kiên Giang","Giá thấp nhất: 6,38 tỷ"
64,tai-kien-giang,Dự án Nhà ở xã hội 444 Ngô Quyền Kiên Giang,https://cafeland.vn/du-an/du-an-nha-o-xa-hoi-444-ngo-quyen-kien-giang-2401.html,Căn hộ chung cư,"Địa chỉ: 444 Ngô Quyền, TP. Rạch Giá, Kiên Giang",Giá thấp nhất: 311 triệu
65,tai-kien-giang,Khu đô thị Sun Grand City New An Thoi Phú Quốc,https://cafeland.vn/du-an/khu-do-thi-sun-grand-city-new-an-thoi-phu-quoc-2348.html,Khu Đô Thị,"Địa chỉ: đường 975, TP. Phú Quốc, Kiên Giang",Giá thấp nhất: 13 tỷ
66,tai-kien-giang,Biệt thự Sonasea Paris Villas Kiên Giang,https://cafeland.vn/du-an/biet-thu-sonasea-paris-villas-kien-giang-2266.html,Nhà Phố - Biệt Thự,"Địa chỉ: Bãi Trường, TP. Phú Quốc, Kiên Giang",Giá thấp nhất: 12 tỷ
67,tai-kien-giang,Nhà phố thương mại La Rina Hà Tiên,https://cafeland.vn/du-an/nha-pho-thuong-mai-la-rina-ha-tien-2253.html,Khu Đô Thị,"Địa chỉ: Đại lộ Hoàng Sa, TP. Hà Tiên, Kiên Giang","Giá thấp nhất: 1,16 tỷ"
68,tai-kien-giang,Biệt thự Casa Garden Hill Phú Quốc,https://cafeland.vn/du-an/biet-thu-casa-garden-hill-phu-quoc-2224.html,Nhà Phố - Biệt Thự,"Địa chỉ: đường 30 Tháng 4, TP. Phú Quốc, Kiên Giang",Địa chỉ:
69,tai-kien-giang,Nhà phố thương mại Tắc Cậu Riverside Kiên Giang,https://cafeland.vn/du-an/nha-pho-thuong-mai-tac-cau-riverside-kien-giang-2207.html,Khu Đô Thị,"Địa chỉ: Quốc lộ 63, Châu Thành, Kiên Giang",Giá thấp nhất: 800 triệu
70,tai-kien-giang,Khu nghỉ dưỡng Park Hyatt Phu Quoc,https://cafeland.vn/du-an/khu-nghi-duong-park-hyatt-phu-quoc-2195.html,Bất Động Sản Nghỉ Dưỡng,"Địa chỉ: bãi Trường, TP. Phú Quốc, Kiên Giang",Địa chỉ:
71,tai-kien-giang,Khu nghỉ dưỡng Royal Streamy Villas Phú Quốc,https://cafeland.vn/du-an/khu-nghi-duong-royal-streamy-villas-phu-quoc-2155.html,Bất Động Sản Nghỉ Dưỡng,"Địa chỉ: tuyến đường tránh nối dài, TP. Phú Quốc, Kiên Giang","Giá thấp nhất: 2,78 tỷ"
72,tai-kien-giang,Khu nghỉ dưỡng InterContinental Phu Quoc Long Beach Resort,https://cafeland.vn/du-an/khu-nghi-duong-intercontinental-phu-quoc-long-beach-resort-2098.html,Bất Động Sản Nghỉ Dưỡng,"Địa chỉ: Phía Nam bãi Trường, TP. Phú Quốc, Kiên Giang",Địa chỉ:
73,tai-kien-giang,Shophouse Vinpearl Phú Quốc,https://cafeland.vn/du-an/shophouse-vinpearl-phu-quoc-2057.html,Khu Đô Thị,"Địa chỉ: Bãi Dài, TP. Phú Quốc, Kiên Giang",Giá thấp nhất: 12 tỷ
74,tai-kien-giang,Đất nền Ha Tien Venice Villas Kiên Giang,https://cafeland.vn/du-an/dat-nen-ha-tien-venice-villas-kien-giang-2032.html,Đất Nền Dự Án,"Địa chỉ: TP. Hà Tiên, Kiên Giang","Giá thấp nhất: 3,48 tỷ"
75,tai-kien-giang,Boutique shophouse Melodia Phú Quốc,https://cafeland.vn/du-an/boutique-shophouse-melodia-phu-quoc-2022.html,Khu Đô Thị,"Địa chỉ: Bãi Khem, TP. Phú Quốc, Kiên Giang",Địa chỉ:
76,tai-kien-giang,Biệt thự Sailing Club Resort Phu Quoc,https://cafeland.vn/du-an/biet-thu-sailing-club-resort-phu-quoc-1953.html,Nhà Phố - Biệt Thự,"Địa chỉ: bãi Trường, TP. Phú Quốc, Kiên Giang",Giá thấp nhất: 15 tỷ
77,tai-kien-giang,Dự án nghỉ dưỡng Vinpearl Phú Quốc,https://cafeland.vn/du-an/du-an-nghi-duong-vinpearl-phu-quoc-1951.html,Bất Động Sản Nghỉ Dưỡng,"Địa chỉ: Bãi Dài, TP. Phú Quốc, Kiên Giang",Địa chỉ:
78,tai-kien-giang,Đất nền Ocean Land 16 Phú Quốc,https://cafeland.vn/du-an/dat-nen-ocean-land-16-phu-quoc-1911.html,Đất Nền Dự Án,"Địa chỉ: Ấp Cây Thông Ngoài, TP. Phú Quốc, Kiên Giang","Giá thấp nhất: 1,40 tỷ"
79,tai-kien-giang,"Tổ hợp nhà phố, khách sạn mini Sun Premier Village Primavera Phú Quốc",https://cafeland.vn/du-an/to-hop-nha-pho-khach-san-mini-sun-premier-village-primavera-phu-quoc-1894.html,Bất Động Sản Nghỉ Dưỡng,"Địa chỉ: Mũi ông Bốn, TP. Phú Quốc, Kiên Giang",Giá thấp nhất: 15 tỷ
80,tai-kien-giang,Đất nền Butterfly Home Resort Phú Quốc,https://cafeland.vn/du-an/dat-nen-butterfly-home-resort-phu-quoc-1829.html,Đất Nền Dự Án,"Địa chỉ: TP. Phú Quốc, Kiên Giang",Giá thấp nhất: 729 triệu
81,tai-kien-giang,Khu nghỉ dưỡng Dusit Princess Moonrise Beach Resort,https://cafeland.vn/du-an/khu-nghi-duong-dusit-princess-moonrise-beach-resort-1796.html,Bất Động Sản Nghỉ Dưỡng,"Địa chỉ: đường Trần Hưng Đạo, TP. Phú Quốc, Kiên Giang",Địa chỉ:
82,tai-kien-giang,Biệt thự Regent Residences Phú Quốc,https://cafeland.vn/du-an/biet-thu-regent-residences-phu-quoc-1787.html,Nhà Phố - Biệt Thự,"Địa chỉ: Bãi Trường, TP. Phú Quốc, Kiên Giang",Giá thấp nhất: 21 tỷ
83,tai-kien-giang,Khu căn hộ và biệt thự nghỉ dưỡng Best Western Premier Sonasea Phú Quốc,https://cafeland.vn/du-an/khu-can-ho-va-biet-thu-nghi-duong-best-western-premier-sonasea-phu-quoc-1777.html,Nhà Phố - Biệt Thự,"Địa chỉ: Lô SR2B, Bãi Trường, TP. Phú Quốc, Kiên Giang","Giá thấp nhất: 2,90 tỷ"
84,tai-kien-giang,Khu biệt thự Sun Premier Village The Eden Bay,https://cafeland.vn/du-an/khu-biet-thu-sun-premier-village-the-eden-bay-1771.html,Nhà Phố - Biệt Thự,"Địa chỉ: mũi Ông Đội, TP. Phú Quốc, Kiên Giang",Địa chỉ:
85,tai-kien-giang,Dự án biệt thự Wyndham Garden Phú Quốc,https://cafeland.vn/du-an/du-an-biet-thu-wyndham-garden-phu-quoc-1736.html,Nhà Phố - Biệt Thự,"Địa chỉ: Đường T975, TP. Phú Quốc, Kiên Giang","Giá thấp nhất: 4,50 tỷ"
